Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09905774891376495,0.09948841087741621,0.09905774891376495,0.09905774891376495,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09432050936969287,0.09432050936969287,0.09388984739780426,0.09388984739780426,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08742917845854964,0.08742917845854964,0.08699852228164673,0.08699852228164673,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.0891517624258995,0.08958242410073092,0.0891517624258995,0.0891517624258995,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09173653274774551,0.09216718886587395,0.09173653274774551,0.09173653274774551,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09733512252569199,0.0977657845334379,0.09733512252569199,0.09733512252569199,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.1020723506808281,0.10250378309632734,0.1020723506808281,0.1020723506808281,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10637972503900528,0.10681038699539808,0.10637972503900528,0.10637972503900528,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11197824031114578,0.11240890205347638,0.11197824031114578,0.11197824031114578,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12231487035751343,0.1227455322642567,0.12231487035751343,0.12231487035751343,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12403756380081177,0.12446822590656101,0.12403756380081177,0.12403756380081177,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.1214535603347553,0.1214535603347553,0.12102290987968445,0.12102290987968445,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.1180082817426016,0.1180082817426016,0.11757761985063553,0.11757761985063553,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11886963248252869,0.11973095654511538,0.11886963248252869,0.11886963248252869,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11671633224944732,0.11671633224944732,0.11628568172454834,0.11628568172454834,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11154762255688126,0.11154762255688126,0.11111696064472198,0.11111696064472198,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10681038699539808,0.10681038699539808,0.10637972503900528,0.10637972503900528,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10465702332278691,0.10465702332278691,0.10422637313604355,0.10422637313604355,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.1098250150680542,0.1102556770925963,0.1098250150680542,0.1098250150680542,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10982497311531572,0.10982497311531572,0.10896366089582443,0.10896366089582443,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10551839665003933,0.10551839665003933,0.10508773475885391,0.10508773475885391,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.1055184006690979,0.10594906257668668,0.1055184006690979,0.1055184006690979,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10767174512147903,0.10853305780737857,0.10767174512147903,0.10767174512147903,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10724098559599049,0.10724098559599049,0.1068103238940239,0.1068103238940239,13395200,0.0,0.0
